"filename", "language", "Python", "Markdown", "C++", "Properties", "Shell Script", "PowerShell", "JSON", "HTML", "JavaScript", "PostCSS", "XML", "reStructuredText", "comment", "blank", "total"
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/_timer.py", "Python", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 20
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/_win32_console.py", "Python", 391, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 173, 99, 663
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/_windows.py", "Python", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 15, 72
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/_windows_renderer.py", "Python", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 57
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/_wrap.py", "Python", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 16, 94
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/abc.py", "Python", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 9, 34
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/align.py", "Python", 248, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 34, 312
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/ansi.py", "Python", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 193, 8, 241
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/bar.py", "Python", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 17, 94
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/box.py", "Python", 359, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 53, 481
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/cells.py", "Python", 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 28, 168
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/color.py", "Python", 537, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 28, 622
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/color_triplet.py", "Python", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 7, 39
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/columns.py", "Python", 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 19, 188
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/console.py", "Python", 1616, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 761, 257, 2634
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/constrain.py", "Python", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 38
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/containers.py", "Python", 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 27, 168
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/control.py", "Python", 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 32, 226
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/default_styles.py", "Python", 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 191
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/diagnose.py", "Python", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 38
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/emoji.py", "Python", 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 23, 97
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/errors.py", "Python", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 17, 35
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/file_proxy.py", "Python", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 58
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/filesize.py", "Python", 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 10, 90
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/highlighter.py", "Python", 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 36, 233
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/json.py", "Python", 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 14, 140
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/jupyter.py", "Python", 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 23, 102
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/layout.py", "Python", 291, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 72, 443
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/live.py", "Python", 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 45, 376
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/live_render.py", "Python", 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 14, 113
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/logging.py", "Python", 202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 25, 290
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/markup.py", "Python", 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 40, 252
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/measure.py", "Python", 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 14, 152
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/padding.py", "Python", 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 17, 142
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/pager.py", "Python", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 11, 35
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/palette.py", "Python", 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 16, 101
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/panel.py", "Python", 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 28, 313
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/pretty.py", "Python", 747, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 148, 101, 996
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/progress.py", "Python", 1126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 366, 208, 1700
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/progress_bar.py", "Python", 162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 24, 224
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/prompt.py", "Python", 202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 54, 376
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/protocol.py", "Python", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 9, 43
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/region.py", "Python", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 11
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/repr.py", "Python", 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 34, 150
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/rule.py", "Python", 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 21, 131
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/scope.py", "Python", 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 12, 87
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/screen.py", "Python", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 55
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/segment.py", "Python", 466, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 73, 739
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/spinner.py", "Python", 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 18, 138
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/status.py", "Python", 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 17, 132
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/style.py", "Python", 573, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 155, 69, 797
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/styled.py", "Python", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 43
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/syntax.py", "Python", 718, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 90, 959
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/table.py", "Python", 740, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 110, 1001
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/terminal_theme.py", "Python", 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 154
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/text.py", "Python", 885, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 339, 134, 1358
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/theme.py", "Python", 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 18, 116
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/themes.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/traceback.py", "Python", 573, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 69, 754
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/rich/tree.py", "Python", 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 31, 250
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/tomli/__init__.py", "Python", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 12
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/tomli/_parser.py", "Python", 522, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 111, 692
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/tomli/_re.py", "Python", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 6, 108
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/tomli/_types.py", "Python", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 11
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/truststore/__init__.py", "Python", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 14
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/truststore/_api.py", "Python", 228, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 62, 314
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/truststore/_macos.py", "Python", 367, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 83, 500
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/truststore/_openssl.py", "Python", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 10, 67
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/truststore/_ssl_constants.py", "Python", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 32
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/truststore/_windows.py", "Python", 455, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 84, 565
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/typing_extensions.py", "Python", 2111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1112, 419, 3642
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/__init__.py", "Python", 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 15, 103
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/_collections.py", "Python", 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 59, 356
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/_version.py", "Python", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/connection.py", "Python", 366, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 87, 573
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/connectionpool.py", "Python", 620, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 383, 135, 1138
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/contrib/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/contrib/_appengine_environ.py", "Python", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 12, 37
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/contrib/_securetransport/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/contrib/_securetransport/bindings.py", "Python", 380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 92, 520
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/contrib/_securetransport/low_level.py", "Python", 218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 58, 398
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/contrib/appengine.py", "Python", 201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 46, 315
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/contrib/ntlmpool.py", "Python", 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 19, 131
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/contrib/pyopenssl.py", "Python", 323, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 90, 519
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/contrib/securetransport.py", "Python", 543, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 252, 126, 921
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/contrib/socks.py", "Python", 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 32, 217
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/exceptions.py", "Python", 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 127, 324
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/fields.py", "Python", 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 42, 275
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/filepost.py", "Python", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 22, 99
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/packages/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/packages/backports/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/packages/backports/makefile.py", "Python", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 52
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/packages/backports/weakref_finalize.py", "Python", 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 20, 156
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/packages/six.py", "Python", 735, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 133, 209, 1077
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/poolmanager.py", "Python", 277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 80, 557
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/request.py", "Python", 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 27, 192
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/response.py", "Python", 534, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 233, 113, 880
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/util/__init__.py", "Python", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 50
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/util/connection.py", "Python", 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 29, 150
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/util/proxy.py", "Python", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 10, 58
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/util/queue.py", "Python", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 23
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/util/request.py", "Python", 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 19, 138
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/util/response.py", "Python", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 19, 108
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/util/retry.py", "Python", 346, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 203, 74, 623
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/util/ssl_.py", "Python", 272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 149, 75, 496
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/util/ssl_match_hostname.py", "Python", 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 21, 160
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/util/ssltransport.py", "Python", 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 38, 222
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/util/timeout.py", "Python", 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 152, 27, 272
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/util/url.py", "Python", 263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 66, 436
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pip/_vendor/urllib3/util/wait.py", "Python", 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 26, 153
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pygame/__init__.py", "Python", 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 85, 346
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pygame/__init__.pyi", "Python", 622, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 633
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pygame/__pyinstaller/__init__.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pygame/__pyinstaller/hook-pygame.py", "Python", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 12, 46
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pygame/_camera_opencv.py", "Python", 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 55, 211
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pygame/_camera_vidcapture.py", "Python", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 23, 119
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pygame/_common.pyi", "Python", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 41
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pygame/_sdl2/__init__.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pygame/_sdl2/__init__.pyi", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pygame/_sdl2/audio.pyi", "Python", 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 55
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pygame/_sdl2/controller.pyi", "Python", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 36
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pygame/_sdl2/sdl2.pyi", "Python", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pygame/_sdl2/touch.pyi", "Python", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pygame/_sdl2/video.pyi", "Python", 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 160
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pygame/base.pyi", "Python", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 20
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pygame/bufferproxy.pyi", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 16
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pygame/camera.py", "Python", 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 60, 220
"/home/david/DVHS Robotics/vex-soy-sauce/venv/lib/python3.12/site-packages/pygame/camera.pyi", "Python", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 50
